proposedItemNum,desiredItemNum,proposedDate,decisionDate,status
4519,3727,2022-05-23,2022-05-24,Accepted
4521,3265,2022-05-02,2022-06-06,Accepted
4524,1537,2022-06-09,,Pending
4524,4163,2022-04-26,2022-05-19,Rejected
4527,3978,2022-05-03,,Pending
4528,710,2022-04-15,2022-05-02,Accepted
4536,25,2022-05-31,,Pending
4536,6833,2022-04-29,2022-05-30,Rejected
4538,4158,2022-05-05,2022-06-10,Accepted
4539,2768,2022-06-09,,Pending
4540,2898,2022-04-28,2022-05-10,Rejected
4541,2565,2022-04-21,2022-05-17,Rejected
4543,1631,2022-04-27,2022-05-05,Accepted
4544,2289,2022-05-09,2022-05-17,Accepted
4545,6461,2022-04-18,2022-05-12,Accepted
4546,6731,2022-04-15,2022-04-25,Rejected
4548,7363,2022-04-29,2022-05-31,Accepted
4549,3325,2022-04-18,2022-05-04,Accepted
4551,1238,2022-04-22,2022-05-31,Accepted
4552,4315,2022-05-10,2022-05-20,Accepted
4558,3477,2022-04-21,2022-05-02,Accepted
4559,2952,2022-04-19,2022-05-20,Accepted
4560,743,2022-04-18,2022-04-22,Accepted
4568,1031,2022-05-27,,Pending
4570,2540,2022-06-10,,Pending
4571,3801,2022-06-09,,Pending
4571,4324,2022-04-22,2022-05-23,Rejected
4575,3621,2022-05-06,2022-05-26,Accepted
4576,6520,2022-04-20,2022-04-29,Accepted
4579,576,2022-05-03,2022-05-04,Accepted
4580,5165,2022-04-26,2022-06-03,Rejected
4583,5722,2022-06-01,2022-06-08,Rejected
4583,6432,2022-04-22,2022-05-26,Rejected
4584,325,2022-04-15,2022-04-18,Accepted
4585,2821,2022-06-14,,Pending
4586,4273,2022-05-31,2022-06-02,Accepted
4588,557,2022-05-16,2022-05-26,Rejected
4589,1920,2022-06-07,,Pending
4590,5175,2022-04-20,2022-05-18,Rejected
4591,5566,2022-04-29,2022-05-24,Accepted
4593,1530,2022-04-22,2022-05-05,Accepted
4594,7093,2022-05-12,,Pending
4595,5230,2022-04-18,2022-05-20,Rejected
4597,134,2022-04-20,2022-05-10,Accepted
4598,402,2022-04-22,,Pending
4600,609,2022-05-12,2022-05-26,Accepted
4602,3250,2022-04-20,2022-05-19,Accepted
4603,4643,2022-04-18,2022-04-20,Accepted
4604,1285,2022-04-26,2022-05-11,Accepted
4606,5349,2022-04-27,2022-05-25,Accepted
4608,4478,2022-04-15,2022-05-04,Accepted
4609,3163,2022-04-22,,Pending
4612,2024,2022-04-20,2022-04-25,Accepted
4613,6480,2022-04-15,2022-05-17,Rejected
4614,194,2022-05-06,2022-05-24,Rejected
4614,3120,2022-05-26,,Pending
4615,6726,2022-04-20,2022-04-22,Rejected
4620,1862,2022-04-15,2022-04-19,Accepted
4622,5851,2022-05-23,2022-05-27,Accepted
4624,1250,2022-05-16,,Pending
4626,1296,2022-04-19,,Pending
4630,3408,2022-06-14,,Pending
4634,2930,2022-05-02,2022-05-20,Rejected
4641,149,2022-04-19,,Pending
4642,892,2022-04-15,2022-05-04,Rejected
4642,6469,2022-05-13,,Pending
4645,442,2022-04-25,2022-04-29,Accepted
4646,2831,2022-05-03,2022-05-10,Rejected
4647,5516,2022-04-15,,Pending
4649,1387,2022-05-17,,Pending
4652,3844,2022-04-27,2022-05-17,Accepted
4653,4450,2022-05-10,2022-05-11,Accepted
4656,5368,2022-04-18,2022-04-25,Accepted
4657,2343,2022-05-16,2022-05-27,Accepted
4658,3398,2022-04-22,2022-05-02,Accepted
4660,72,2022-04-26,2022-05-03,Rejected
4664,5133,2022-05-20,2022-05-31,Accepted
4664,6020,2022-04-25,2022-05-10,Rejected
4665,1020,2022-04-19,2022-05-18,Accepted
4666,1406,2022-04-18,2022-05-16,Accepted
4669,228,2022-04-25,2022-06-13,Rejected
4670,3742,2022-05-02,2022-05-16,Accepted
4671,4956,2022-04-21,2022-04-22,Accepted
4672,5331,2022-05-23,2022-06-02,Accepted
4673,6057,2022-04-15,2022-04-22,Accepted
4674,5044,2022-06-01,2022-06-02,Rejected
4675,4557,2022-05-25,2022-05-26,Accepted
4675,7020,2022-05-17,2022-05-19,Rejected
4678,6785,2022-04-25,2022-06-06,Accepted
4680,7330,2022-05-31,,Pending
4682,73,2022-04-21,2022-05-05,Accepted
4683,238,2022-04-19,,Pending
4685,6570,2022-04-22,2022-05-04,Accepted
4689,7167,2022-04-26,,Pending
4690,619,2022-04-29,2022-05-04,Accepted
4693,915,2022-04-18,,Pending
4697,2300,2022-04-15,,Pending
4702,26,2022-04-22,2022-04-29,Accepted
4704,4880,2022-04-19,2022-04-21,Accepted
4705,5292,2022-04-20,,Pending
4708,772,2022-05-17,,Pending
4710,1818,2022-04-19,2022-04-21,Accepted
4719,2814,2022-04-25,2022-04-28,Rejected
4722,3906,2022-04-26,2022-05-09,Rejected
4723,2184,2022-04-21,2022-05-18,Accepted
4725,4709,2022-04-19,2022-05-02,Accepted
4729,1634,2022-05-19,2022-06-01,Rejected
4734,3264,2022-04-15,2022-04-19,Rejected
4736,1025,2022-04-29,2022-05-19,Rejected
4740,4565,2022-05-25,2022-06-08,Rejected
4741,4219,2022-04-15,2022-05-16,Accepted
4742,3575,2022-05-17,,Pending
4743,3340,2022-04-25,2022-05-05,Accepted
4744,999,2022-05-06,2022-05-09,Rejected
4744,3139,2022-05-19,,Pending
4744,4896,2022-05-09,2022-05-13,Rejected
4749,2841,2022-04-20,,Pending
4751,483,2022-04-29,,Pending
4752,4431,2022-04-15,2022-05-03,Accepted
4753,2993,2022-05-06,2022-05-26,Accepted
4754,1769,2022-05-30,,Pending
4756,2337,2022-04-18,2022-05-31,Accepted
4757,4341,2022-04-19,2022-05-12,Accepted
4758,169,2022-05-17,2022-05-27,Rejected
4758,6089,2022-04-26,2022-05-17,Rejected
4759,2978,2022-04-18,2022-05-20,Accepted
4760,7296,2022-04-22,,Pending
4763,3445,2022-04-19,2022-04-26,Accepted
4765,976,2022-05-06,2022-05-31,Accepted
4766,1915,2022-04-29,,Pending
4767,809,2022-04-25,2022-06-10,Rejected
4772,4947,2022-04-19,2022-04-29,Accepted
4773,409,2022-04-15,2022-05-09,Rejected
4774,3777,2022-04-20,2022-04-28,Accepted
4775,5679,2022-04-29,2022-05-02,Accepted
4777,7133,2022-06-07,,Pending
4783,3040,2022-04-18,2022-04-28,Accepted
4784,7057,2022-04-22,2022-04-29,Accepted
4785,6798,2022-05-13,,Pending
4790,6318,2022-05-04,2022-05-17,Accepted
4793,5459,2022-05-26,,Pending
4798,3786,2022-05-23,2022-05-24,Rejected
4799,2189,2022-04-15,2022-04-25,Accepted
4800,2102,2022-05-27,,Pending
4802,5212,2022-04-19,2022-05-18,Rejected
4804,2035,2022-05-26,2022-06-01,Accepted
4808,3870,2022-05-06,2022-05-11,Accepted
4809,6031,2022-05-03,2022-05-05,Accepted
4811,1616,2022-04-20,,Pending
4813,4732,2022-04-15,2022-05-04,Accepted
4819,4526,2022-04-25,2022-04-27,Accepted
4823,1101,2022-05-12,,Pending
4824,3415,2022-04-22,,Pending
4825,3077,2022-05-18,2022-06-06,Rejected
4826,4794,2022-04-15,2022-04-21,Accepted
4827,4342,2022-05-12,2022-05-17,Rejected
4828,3989,2022-05-27,2022-06-03,Accepted
4831,5825,2022-04-19,2022-05-25,Rejected
4834,5257,2022-06-01,,Pending
4835,2623,2022-04-21,2022-05-05,Accepted
4839,1933,2022-05-10,2022-05-20,Accepted
4840,1324,2022-04-19,2022-05-09,Rejected
4845,31,2022-05-09,2022-05-16,Accepted
4847,1909,2022-05-04,2022-05-23,Rejected
4849,3514,2022-04-27,2022-05-02,Accepted
4850,5536,2022-04-15,2022-04-18,Rejected
4850,5656,2022-05-19,,Pending
4852,6437,2022-06-13,,Pending
4852,7365,2022-04-15,2022-05-18,Rejected
4853,3388,2022-06-07,,Pending
4859,1315,2022-04-28,2022-05-04,Accepted
4859,1574,2022-04-15,2022-04-22,Rejected
4862,524,2022-06-03,,Pending
4864,5261,2022-04-19,2022-05-12,Accepted
4868,5689,2022-05-04,2022-06-02,Accepted
4868,6906,2022-04-20,2022-04-28,Rejected
4870,3345,2022-06-10,,Pending
4870,6702,2022-05-09,2022-05-24,Rejected
4873,458,2022-05-10,2022-06-01,Accepted
4874,7103,2022-04-18,2022-05-27,Accepted
4875,1376,2022-05-11,2022-05-12,Accepted
4878,4807,2022-04-25,2022-05-31,Accepted
4882,7375,2022-06-07,,Pending
4884,541,2022-04-21,2022-06-09,Accepted
4885,6681,2022-04-19,2022-04-26,Rejected
4888,3855,2022-04-27,2022-05-25,Accepted
4889,4904,2022-04-25,2022-05-11,Accepted
4891,205,2022-04-15,2022-05-02,Accepted
4892,1142,2022-04-28,2022-05-06,Accepted
4894,4686,2022-04-25,2022-05-17,Rejected
4895,2226,2022-05-24,,Pending
4903,1730,2022-04-15,2022-05-02,Accepted
4905,5460,2022-05-05,2022-05-16,Accepted
4906,6366,2022-05-26,2022-06-10,Accepted
4909,6449,2022-04-18,2022-05-04,Accepted
4910,7280,2022-04-25,2022-05-09,Rejected
4913,1037,2022-04-29,2022-05-20,Accepted
4915,3966,2022-04-19,2022-05-20,Accepted
4916,7274,2022-04-21,,Pending
4917,1550,2022-06-13,,Pending
4918,2998,2022-04-21,2022-04-29,Accepted
4919,2339,2022-05-04,2022-05-24,Accepted
4920,2174,2022-05-16,2022-06-09,Rejected
4923,6313,2022-05-20,2022-06-03,Accepted
4924,5393,2022-04-20,2022-06-13,Accepted
4926,5776,2022-04-15,2022-05-09,Accepted
4928,2738,2022-04-25,2022-04-26,Accepted
4930,5253,2022-05-16,,Pending
4931,1840,2022-04-26,2022-05-31,Rejected
4932,3576,2022-04-19,2022-05-25,Accepted
4938,3883,2022-04-27,2022-05-19,Accepted
4940,5221,2022-05-25,2022-06-01,Accepted
4942,1591,2022-06-03,,Pending
4943,1536,2022-04-26,2022-05-12,Accepted
4944,1787,2022-06-02,2022-06-13,Rejected
4954,3792,2022-04-28,,Pending
4955,5821,2022-05-11,2022-05-26,Accepted
4958,601,2022-04-18,2022-04-22,Accepted
4959,5402,2022-04-22,2022-05-05,Accepted
4960,817,2022-04-21,,Pending
4962,1335,2022-04-21,2022-05-25,Rejected
4963,6539,2022-04-18,2022-04-29,Accepted
4965,7132,2022-04-15,2022-04-27,Accepted
4967,2673,2022-06-09,,Pending
4968,1941,2022-04-29,2022-05-12,Rejected
4969,3440,2022-06-01,,Pending
4971,6402,2022-04-28,,Pending
4972,5505,2022-04-22,2022-06-14,Rejected
4973,4667,2022-04-28,2022-06-06,Rejected
4974,2153,2022-04-15,2022-04-28,Rejected
4975,3413,2022-05-17,2022-05-25,Rejected
4975,4359,2022-06-01,,Pending
4978,992,2022-04-18,2022-04-26,Accepted
4984,4635,2022-04-15,2022-05-02,Accepted
4987,6499,2022-05-25,2022-06-13,Accepted
4990,5151,2022-05-23,,Pending
4990,7303,2022-04-25,2022-04-29,Rejected
4991,7204,2022-05-12,,Pending
4994,5959,2022-04-22,2022-04-26,Accepted
4995,7201,2022-04-28,2022-05-25,Accepted
4997,1264,2022-05-09,2022-05-24,Accepted
5001,3222,2022-05-24,,Pending
5001,7159,2022-04-20,2022-04-28,Rejected
5004,178,2022-04-18,,Pending
5006,3674,2022-04-19,2022-05-02,Rejected
5007,669,2022-04-15,2022-04-18,Rejected
5008,321,2022-04-25,,Pending
5009,1074,2022-04-27,2022-05-02,Accepted
5010,4239,2022-04-21,2022-04-22,Rejected
5013,6208,2022-04-29,2022-05-17,Rejected
5015,4650,2022-06-07,,Pending
5016,6799,2022-04-18,2022-04-19,Accepted
5017,854,2022-04-15,2022-04-26,Rejected
5017,2223,2022-05-04,2022-05-20,Accepted
5019,1784,2022-05-16,2022-05-17,Rejected
5021,7113,2022-04-26,2022-06-03,Accepted
5023,4440,2022-04-22,2022-05-27,Accepted
5025,4115,2022-05-06,2022-05-19,Accepted
5028,4046,2022-05-09,,Pending
5031,5454,2022-05-24,,Pending
5032,3165,2022-06-06,2022-06-08,Rejected
5033,1345,2022-06-01,2022-06-08,Accepted
5036,3757,2022-04-19,2022-04-27,Accepted
5040,3822,2022-04-28,2022-05-16,Rejected
5043,1029,2022-04-19,2022-05-13,Accepted
5047,7047,2022-04-20,2022-05-26,Accepted
5051,70,2022-05-17,2022-05-19,Rejected
5052,5434,2022-04-27,,Pending
5053,5697,2022-04-20,2022-04-27,Accepted
5054,1880,2022-04-18,2022-04-22,Accepted
5055,3375,2022-04-18,2022-05-06,Accepted
5057,4510,2022-04-15,2022-04-29,Accepted
5058,6662,2022-04-29,2022-05-05,Accepted
5061,5923,2022-05-04,2022-05-23,Rejected
5065,3499,2022-04-28,2022-05-05,Rejected
5067,6203,2022-04-27,2022-05-11,Rejected
5068,6942,2022-05-27,,Pending
5069,2318,2022-05-26,2022-06-06,Accepted
5074,2319,2022-05-19,,Pending
5075,7019,2022-04-19,2022-05-04,Accepted
5076,5466,2022-05-10,,Pending
5077,5189,2022-05-24,,Pending
5078,4260,2022-04-18,2022-05-11,Accepted
5079,5092,2022-05-09,2022-05-23,Accepted
5081,884,2022-04-15,,Pending
5082,3561,2022-04-22,2022-04-27,Rejected
5083,4292,2022-05-03,2022-05-09,Rejected
5086,1256,2022-04-20,2022-06-14,Rejected
5088,2617,2022-04-15,,Pending
5090,2964,2022-05-11,2022-06-10,Accepted
5093,4,2022-05-04,,Pending
5094,2092,2022-04-19,,Pending
5095,5627,2022-05-02,2022-06-07,Rejected
5095,6003,2022-04-15,2022-04-28,Rejected
5096,1395,2022-04-18,2022-05-03,Accepted
5098,5014,2022-05-26,2022-06-09,Accepted
5102,1023,2022-05-16,2022-05-20,Rejected
5106,5729,2022-05-23,2022-06-01,Accepted
5108,6858,2022-04-20,2022-05-19,Accepted
5110,7261,2022-06-06,,Pending
5111,1770,2022-05-24,2022-06-14,Rejected
5111,6386,2022-04-29,2022-05-13,Rejected
5113,6626,2022-05-04,2022-05-05,Accepted
5113,7281,2022-04-15,2022-04-18,Rejected
5115,2067,2022-04-19,2022-04-22,Accepted
5117,6594,2022-04-20,2022-05-26,Accepted
5119,4420,2022-05-13,,Pending
5119,4795,2022-04-25,2022-05-09,Rejected
5120,5482,2022-04-27,2022-05-13,Accepted
5121,6472,2022-04-18,2022-05-03,Accepted
5123,1223,2022-05-20,,Pending
5125,1681,2022-05-06,,Pending
5126,928,2022-04-15,2022-04-19,Rejected
5127,4640,2022-05-17,2022-05-23,Accepted
5134,7066,2022-06-06,2022-06-08,Rejected
5134,7179,2022-04-15,2022-05-30,Rejected
5137,6510,2022-05-11,,Pending
5140,2502,2022-05-06,,Pending
5142,3658,2022-05-23,2022-06-01,Accepted
5143,1869,2022-04-20,2022-04-27,Accepted
5144,3824,2022-04-15,2022-04-18,Accepted
5146,3114,2022-04-21,2022-05-02,Rejected
5146,7264,2022-05-18,2022-05-26,Accepted
5147,2864,2022-06-14,,Pending
5148,484,2022-04-15,2022-04-21,Rejected
5148,4616,2022-04-26,,Pending
5150,2231,2022-05-19,2022-05-27,Accepted
5152,1068,2022-04-29,2022-05-19,Rejected
5153,2098,2022-04-15,2022-05-20,Accepted
5154,831,2022-04-25,2022-04-26,Rejected
5154,5491,2022-05-02,2022-05-20,Accepted
5155,4120,2022-04-19,2022-04-20,Accepted
5156,2165,2022-04-20,2022-05-17,Accepted
5158,5847,2022-06-13,,Pending
5160,5432,2022-05-06,2022-05-24,Accepted
5161,1060,2022-04-29,2022-05-04,Rejected
5162,1674,2022-04-15,2022-04-22,Accepted
5164,1709,2022-04-15,2022-04-20,Accepted
5166,3179,2022-04-28,2022-05-19,Accepted
5167,3903,2022-05-02,2022-06-10,Accepted
5170,5348,2022-04-15,2022-06-03,Accepted
5171,1288,2022-05-25,,Pending
5173,487,2022-06-03,,Pending
5174,7262,2022-04-25,2022-05-27,Accepted
5175,5272,2022-06-01,,Pending
5179,3428,2022-05-04,2022-06-13,Rejected
5181,1225,2022-04-15,2022-05-18,Rejected
5182,4992,2022-04-22,2022-04-29,Rejected
5183,5357,2022-04-29,2022-05-13,Accepted
5185,4897,2022-04-20,2022-05-20,Accepted
5186,22,2022-04-29,2022-06-06,Accepted
5187,2961,2022-04-19,2022-05-17,Accepted
5188,218,2022-04-15,2022-04-26,Accepted
5189,4433,2022-04-21,2022-05-16,Rejected
5194,7106,2022-05-05,2022-05-10,Accepted
5195,2325,2022-04-28,2022-05-13,Accepted
5197,1714,2022-04-22,2022-04-27,Accepted
5197,5353,2022-04-19,2022-04-21,Rejected
5199,1656,2022-04-21,2022-06-10,Rejected
5200,5125,2022-04-15,2022-04-27,Rejected
5201,2050,2022-04-18,2022-05-05,Accepted
5202,1889,2022-04-21,2022-05-16,Accepted
5203,6985,2022-04-19,2022-04-22,Accepted
5204,4263,2022-04-15,2022-05-04,Accepted
5206,153,2022-04-15,,Pending
5207,6939,2022-04-28,2022-05-06,Rejected
5209,2268,2022-04-27,2022-04-28,Accepted
5210,1759,2022-05-27,,Pending
5210,2684,2022-04-21,2022-05-13,Rejected
5217,2962,2022-04-22,2022-04-25,Accepted
5218,2374,2022-06-06,,Pending
5219,7049,2022-04-21,2022-06-06,Accepted
5225,4492,2022-05-12,,Pending
5226,6070,2022-05-25,2022-05-31,Rejected
5231,3863,2022-04-19,2022-04-27,Accepted
5232,7304,2022-04-25,2022-06-02,Accepted
5233,6947,2022-04-15,2022-04-21,Accepted
5234,5026,2022-05-03,2022-06-14,Accepted
5240,1091,2022-05-05,2022-05-26,Accepted
5243,2963,2022-04-18,2022-05-02,Accepted
5246,2592,2022-05-26,,Pending
5246,5575,2022-04-26,2022-05-10,Rejected
5247,5280,2022-04-15,2022-05-05,Rejected
5248,1218,2022-05-11,,Pending
5249,4848,2022-04-15,2022-05-02,Accepted
5250,339,2022-05-20,2022-06-06,Accepted
5251,1299,2022-04-18,2022-06-01,Accepted
5252,3597,2022-05-04,2022-05-12,Rejected
5254,3907,2022-05-17,,Pending
5259,5949,2022-05-19,2022-06-01,Rejected
5260,1608,2022-05-17,,Pending
5262,1334,2022-04-18,2022-04-27,Accepted
5264,5661,2022-04-19,2022-04-27,Accepted
5267,3138,2022-05-26,,Pending
5273,2490,2022-06-14,,Pending
5277,496,2022-04-25,2022-05-05,Accepted
5279,1442,2022-04-18,2022-05-11,Accepted
5281,1814,2022-04-15,2022-05-02,Rejected
5282,1519,2022-05-13,2022-05-17,Accepted
5284,4123,2022-04-21,2022-05-12,Accepted
5291,626,2022-04-26,2022-05-03,Accepted
5291,4508,2022-04-19,2022-04-26,Rejected
5295,4146,2022-05-13,2022-05-18,Accepted
5299,1659,2022-04-29,2022-05-18,Rejected
5301,4768,2022-04-28,2022-05-04,Accepted
5303,2355,2022-04-29,,Pending
5304,5421,2022-04-25,2022-04-26,Accepted
5305,6990,2022-04-18,2022-05-05,Accepted
5307,2089,2022-06-08,,Pending
5310,2247,2022-05-12,,Pending
5311,2941,2022-04-19,2022-05-11,Accepted
5315,690,2022-04-25,2022-05-23,Accepted
5316,6976,2022-04-15,2022-05-10,Accepted
5317,6327,2022-04-27,2022-05-10,Accepted
5320,5099,2022-04-28,2022-05-12,Rejected
5320,5332,2022-04-18,2022-04-20,Rejected
5321,4780,2022-04-15,2022-05-10,Accepted
5323,3078,2022-05-12,2022-06-14,Accepted
5324,1473,2022-04-22,2022-05-03,Accepted
5326,2626,2022-04-15,2022-04-26,Accepted
5327,4094,2022-04-27,,Pending
5329,900,2022-06-13,,Pending
5332,102,2022-04-26,2022-06-03,Accepted
5336,1610,2022-04-22,2022-04-26,Accepted
5338,43,2022-05-18,2022-05-19,Accepted
5339,5485,2022-04-15,2022-05-09,Accepted
5341,2168,2022-04-18,2022-06-06,Accepted
5342,1368,2022-06-08,,Pending
5343,5256,2022-04-26,2022-04-29,Accepted
5346,3489,2022-04-15,2022-04-21,Rejected
5359,6549,2022-04-27,,Pending
5360,2025,2022-05-12,2022-05-18,Rejected
5362,5138,2022-05-20,,Pending
5367,6919,2022-06-07,,Pending
5369,5995,2022-04-15,,Pending
5371,3544,2022-04-22,2022-06-01,Rejected
5372,2519,2022-06-14,,Pending
5374,4935,2022-04-22,2022-05-06,Rejected
5375,4885,2022-05-26,,Pending
5376,1907,2022-04-27,2022-05-25,Rejected
5379,816,2022-04-18,2022-04-26,Accepted
5380,3466,2022-04-29,,Pending
5381,1856,2022-05-20,,Pending
5381,2559,2022-04-15,2022-05-11,Rejected
5383,5005,2022-04-27,2022-04-29,Rejected
5384,3858,2022-04-19,2022-04-25,Accepted
5387,3003,2022-04-15,2022-04-28,Accepted
5389,4194,2022-05-18,,Pending
5389,5441,2022-04-18,2022-05-05,Rejected
5390,680,2022-05-04,2022-05-09,Rejected
5394,6005,2022-04-19,,Pending
5395,2723,2022-05-02,2022-05-05,Accepted
5396,192,2022-04-27,2022-05-19,Accepted
5398,5433,2022-04-15,,Pending
5409,2378,2022-04-29,2022-05-10,Accepted
5411,6824,2022-04-25,2022-06-01,Accepted
5412,3928,2022-04-15,,Pending
5414,1515,2022-04-21,2022-06-01,Accepted
5415,5109,2022-04-18,2022-05-03,Accepted
5420,5503,2022-06-03,,Pending
5425,3203,2022-06-13,,Pending
5426,7373,2022-04-18,2022-04-27,Rejected
5431,7058,2022-04-18,2022-04-19,Rejected
5436,2044,2022-04-21,2022-06-14,Accepted
5437,1253,2022-05-02,,Pending
5440,3433,2022-05-05,,Pending
5442,5221,2022-04-21,2022-05-16,Rejected
5444,341,2022-04-28,,Pending
5447,4384,2022-04-21,2022-04-28,Rejected
5451,7041,2022-05-03,,Pending
5456,973,2022-04-26,2022-05-23,Accepted
5457,3559,2022-05-20,,Pending
5459,5422,2022-04-15,2022-05-09,Rejected
5467,30,2022-04-18,,Pending
5470,4713,2022-05-25,,Pending
5471,3268,2022-04-19,2022-04-22,Rejected
5478,97,2022-06-02,,Pending
5479,2219,2022-05-10,2022-06-08,Accepted
5480,3738,2022-05-02,2022-05-25,Rejected
5481,1028,2022-05-27,,Pending
5483,1855,2022-04-15,2022-05-06,Accepted
5487,4407,2022-05-20,2022-06-03,Rejected
5489,2589,2022-05-05,2022-05-12,Accepted
5490,1337,2022-04-15,2022-05-02,Accepted
5492,15,2022-04-27,2022-05-16,Accepted
5493,694,2022-04-19,2022-05-23,Accepted
5497,1506,2022-05-04,2022-06-09,Accepted
5498,6103,2022-05-10,2022-05-23,Accepted
5502,748,2022-04-20,2022-04-21,Rejected
5502,4319,2022-05-26,2022-06-07,Rejected
5506,3394,2022-06-06,,Pending
5507,518,2022-05-03,2022-06-08,Accepted
5509,5215,2022-04-21,2022-04-22,Accepted
5511,438,2022-05-27,,Pending
5512,2662,2022-04-19,2022-05-06,Rejected
5518,1274,2022-05-25,,Pending
5518,4504,2022-05-13,2022-05-19,Rejected
5519,3045,2022-05-10,2022-05-12,Accepted
5520,5118,2022-04-26,2022-05-20,Accepted
5522,4353,2022-04-19,2022-04-21,Accepted
5524,1633,2022-04-25,2022-05-04,Accepted
5525,1439,2022-05-10,2022-05-19,Accepted
5525,3941,2022-04-18,2022-04-25,Rejected
5527,4075,2022-05-09,,Pending
5528,5722,2022-04-21,2022-05-12,Rejected
5531,6883,2022-04-15,2022-06-03,Accepted
5535,2625,2022-05-19,,Pending
5536,1333,2022-04-21,,Pending
5538,985,2022-05-16,2022-05-17,Rejected
5539,6850,2022-04-21,,Pending
5540,1274,2022-05-18,2022-05-24,Rejected
5541,2016,2022-05-12,2022-06-03,Accepted
5542,828,2022-06-01,2022-06-09,Accepted
5546,5370,2022-04-18,2022-05-04,Rejected
5548,3260,2022-04-15,2022-04-18,Accepted
5549,3726,2022-04-21,2022-04-29,Accepted
5550,207,2022-05-26,2022-06-01,Accepted
5550,3400,2022-04-20,2022-05-02,Rejected
5553,6995,2022-04-15,2022-06-14,Accepted
5556,5034,2022-04-20,2022-05-19,Accepted
5564,871,2022-05-26,2022-06-02,Accepted
5568,36,2022-04-20,2022-04-22,Accepted
5569,1241,2022-04-22,,Pending
5570,4371,2022-05-03,,Pending
5571,6466,2022-04-18,2022-05-31,Accepted
5573,5901,2022-04-26,2022-06-03,Accepted
5579,7121,2022-04-19,2022-04-28,Rejected
5579,7353,2022-05-19,2022-05-31,Accepted
5583,262,2022-06-10,,Pending
5584,5064,2022-04-22,2022-05-03,Rejected
5585,2960,2022-05-09,,Pending
5587,3196,2022-04-26,2022-04-27,Accepted
5588,1329,2022-04-15,2022-06-06,Rejected
5589,3322,2022-04-20,2022-04-29,Accepted
5590,7025,2022-05-26,,Pending
5592,5566,2022-04-19,2022-04-25,Rejected
5592,5650,2022-05-18,2022-05-25,Rejected
5594,95,2022-05-04,2022-06-03,Rejected
5599,2172,2022-04-27,2022-05-03,Rejected
5600,3675,2022-04-19,2022-05-09,Accepted
5603,2852,2022-04-22,2022-05-10,Accepted
5605,5423,2022-04-20,2022-04-22,Accepted
5608,2736,2022-04-15,2022-04-25,Accepted
5611,2306,2022-05-04,2022-05-13,Rejected
5612,3530,2022-04-21,2022-04-26,Accepted
5613,188,2022-05-24,,Pending
5613,759,2022-05-05,2022-05-09,Rejected
5614,855,2022-06-10,,Pending
5614,4681,2022-04-26,2022-06-03,Rejected
5616,1605,2022-04-18,2022-04-22,Accepted
5617,5691,2022-04-19,2022-04-25,Accepted
5620,7245,2022-06-09,,Pending
5624,1263,2022-04-15,2022-05-02,Accepted
5625,1225,2022-05-24,,Pending
5626,5895,2022-05-13,,Pending
5627,1104,2022-06-10,,Pending
5628,5532,2022-05-23,,Pending
5629,6860,2022-04-15,2022-05-12,Accepted
5630,5778,2022-06-07,,Pending
5632,4861,2022-04-21,2022-05-13,Accepted
5635,819,2022-05-30,,Pending
5637,5928,2022-06-08,2022-06-13,Accepted
5639,4550,2022-05-02,2022-05-10,Accepted
5643,3310,2022-04-15,2022-06-10,Accepted
5650,5993,2022-05-31,,Pending
5652,2939,2022-04-27,,Pending
5654,395,2022-04-15,2022-04-29,Accepted
5655,837,2022-04-20,2022-05-06,Rejected
5655,2853,2022-05-26,,Pending
5656,1787,2022-04-28,2022-05-19,Rejected
5657,2170,2022-05-23,2022-06-02,Rejected
5658,2385,2022-04-28,2022-04-29,Rejected
5658,3892,2022-04-29,2022-05-16,Accepted
5659,1865,2022-04-18,2022-04-22,Accepted
5660,1015,2022-04-19,,Pending
5663,2863,2022-04-21,2022-05-02,Rejected
5665,3342,2022-05-10,2022-05-16,Accepted
5666,1522,2022-05-19,2022-05-24,Accepted
5667,7276,2022-04-20,2022-05-12,Accepted
5668,962,2022-05-17,2022-05-18,Rejected
5672,4396,2022-05-16,2022-06-06,Accepted
5673,3411,2022-04-25,,Pending
5674,260,2022-05-09,2022-06-01,Accepted
5674,1277,2022-04-22,2022-05-03,Rejected
5677,2594,2022-06-08,,Pending
5677,6425,2022-05-04,2022-05-26,Rejected
5678,2336,2022-05-27,2022-05-30,Rejected
5678,6016,2022-04-19,2022-04-27,Rejected
5681,4596,2022-04-18,2022-05-19,Accepted
5683,1088,2022-04-28,2022-05-02,Rejected
5684,1320,2022-04-15,2022-04-21,Accepted
5685,2494,2022-04-15,2022-05-10,Accepted
5692,5427,2022-04-18,2022-04-29,Accepted
5698,1463,2022-05-17,2022-06-14,Accepted
5699,5331,2022-04-20,2022-05-04,Rejected
5701,2039,2022-04-15,2022-04-21,Accepted
5702,2671,2022-04-18,2022-04-22,Accepted
5703,3759,2022-05-12,2022-05-24,Accepted
5705,5759,2022-04-15,2022-04-19,Accepted
5706,6674,2022-05-18,,Pending
5709,1718,2022-04-19,2022-05-13,Accepted
5711,5477,2022-04-21,2022-04-28,Accepted
5712,5223,2022-05-06,2022-06-02,Rejected
5713,583,2022-04-15,2022-05-23,Accepted
5714,1583,2022-04-21,2022-05-13,Accepted
